Stazione;Grandezza;Data rilevazione;Ora rilevazione;Valore
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;04:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;05:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;06:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;07:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;08:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;09:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;10:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;11:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;12:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;13:00;1,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;14:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;15:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;16:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;17:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;18:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;19:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;20:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;21:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;22:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);04/01/2023;23:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;00:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;01:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;02:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;03:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;04:00;1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;05:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;06:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;07:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;08:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;09:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;10:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;11:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;12:00;1,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;13:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;14:00;2,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;15:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;16:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;17:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;18:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;19:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;20:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;21:00;1,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;22:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);05/01/2023;23:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;00:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;01:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;02:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;03:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;04:00;1,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;05:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;06:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;07:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;08:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;09:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;10:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;11:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;12:00;2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;13:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;14:00;2,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;15:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;16:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;17:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;18:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;19:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;20:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;21:00;--
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;22:00;1,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);06/01/2023;23:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;00:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;01:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;02:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;03:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;04:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;05:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;06:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;07:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;08:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;09:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;10:00;2,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;11:00;1,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;12:00;2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;13:00;3,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;14:00;2,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;15:00;2,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;16:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;17:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;18:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;19:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;20:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;21:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;22:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);07/01/2023;23:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;00:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;01:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;02:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;03:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;04:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;05:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;06:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;07:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;08:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;09:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;10:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;11:00;1,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;12:00;2,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;13:00;2,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;14:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;15:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;16:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;17:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;18:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;19:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;20:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;21:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;22:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);08/01/2023;23:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;00:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;01:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;02:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;03:00;1,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;04:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;05:00;2,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;06:00;2,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;07:00;3,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;08:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;09:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;10:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;11:00;3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;12:00;1,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;13:00;2,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;14:00;4,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;15:00;4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;16:00;1,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;17:00;3,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;18:00;6,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;19:00;2,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;20:00;3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;21:00;3,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;22:00;4,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);09/01/2023;23:00;5,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;00:00;5,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;01:00;6,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;02:00;4,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;03:00;6,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;04:00;8,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;05:00;7,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;06:00;4,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;07:00;3,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;08:00;7,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;09:00;6,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;10:00;8,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;11:00;10,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;12:00;6,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;13:00;8,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;14:00;5,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;15:00;3,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;16:00;4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;17:00;3,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;18:00;1,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;19:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;20:00;1,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;21:00;3,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;22:00;2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);10/01/2023;23:00;1,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;00:00;2,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;01:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;02:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;03:00;3,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;04:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;05:00;2,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;06:00;2,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;07:00;2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;08:00;2,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;09:00;3,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;10:00;4,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;11:00;4,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;12:00;3,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;13:00;4,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;14:00;3,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;15:00;3,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;16:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;17:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;18:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;19:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;20:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;21:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;22:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);11/01/2023;23:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;00:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;01:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;02:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;03:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;04:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;05:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;06:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;07:00;1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;08:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;09:00;3,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;10:00;1,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;11:00;5,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;12:00;5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;13:00;6,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;14:00;7,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;15:00;4,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;16:00;3,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;17:00;2,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;18:00;2,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;19:00;3,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;20:00;3,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;21:00;1,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;22:00;1,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);12/01/2023;23:00;1,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;00:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;01:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;02:00;1,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;03:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;04:00;1,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;05:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;06:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;07:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;08:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;09:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;10:00;2,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;11:00;2,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;12:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;13:00;1,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;14:00;3,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;15:00;1,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;16:00;0,9
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;17:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;18:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;19:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;20:00;0,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;21:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;22:00;0,7
Mazara del Vallo;Velocità vento 2m istantanea (m/s);13/01/2023;23:00;0,6
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;00:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;01:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;02:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;03:00;0,3
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;04:00;0,4
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;05:00;0,2
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;06:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;07:00;0,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;08:00;0,1
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;09:00;2,5
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;10:00;3,8
Mazara del Vallo;Velocità vento 2m istantanea (m/s);14/01/2023;11:00;3,9
